cpu_score,gpu_score,ram_gb,ssd_nvme,label
12125,1961,16,1,1
7649,2559,32,1,1
17920,20787,8,1,0
18222,37647,16,1,0
43414,15027,128,1,2
36417,26801,32,1,2
28969,17476,16,1,0
14313,1860,32,1,1
9822,1474,64,1,1
22663,28217,32,1,0
27109,26344,8,1,0
6010,2949,64,1,1
21257,27230,64,1,2
8700,16484,32,1,0
6845,517,32,1,1
14959,2953,32,1,1
30509,23778,128,1,2
23872,27923,32,1,0
21371,32693,8,1,0
34993,23688,128,1,2
14445,906,32,1,1
20412,34047,32,1,0
41254,32573,128,1,2
24384,31345,128,1,2
25945,32760,32,1,2
12442,1496,64,1,1
12398,973,16,1,1
14417,1065,16,1,1
48806,17273,128,1,2
9317,1122,64,1,1
12074,26732,32,1,0
14345,2328,16,1,1
8888,1485,32,1,1
34044,26658,64,1,2
8704,770,16,1,1
14466,1033,16,1,1
47147,34779,32,1,2
29568,39834,32,1,0
29198,27864,128,1,2
42774,37085,32,1,2
7820,2407,16,1,1
28118,14856,8,1,0
47161,19887,32,1,2
19618,14867,8,1,0
10275,361,16,1,1
33963,24121,32,1,2
11685,2226,32,1,1
11332,2312,32,1,1
11653,1375,32,1,1
42796,27563,128,1,2
28916,12281,16,1,0
14894,1398,32,1,1
14734,1928,32,1,1
11188,2160,16,1,1
27065,33836,8,1,0
44292,26437,128,1,2
27704,22849,32,1,2
18790,28430,16,1,0
47389,20422,64,1,2
20033,33969,32,1,2
10526,35700,32,1,0
46008,32984,32,1,2
11142,36636,8,1,0
8201,2079,64,1,1
22100,32887,32,1,0
20849,33291,16,1,0
13864,12528,8,1,0
34699,36231,32,1,2
25771,33367,8,1,0
48232,17959,64,1,2
7310,1162,32,1,1
18242,25231,16,1,0
38135,37098,128,1,2
33218,36157,64,1,2
22193,18581,32,1,0
11696,2547,32,1,1
18617,19666,16,1,0
8154,19381,32,1,0
6473,1621,16,1,1
8204,24000,32,1,0
25909,18540,32,1,2
43587,24980,32,1,2
13909,398,16,1,1
11170,1785,64,1,1
43305,17391,64,1,2
32609,16833,32,1,2
4006,382,64,1,1
30034,24097,128,1,2
11944,2180,64,1,1
12705,2703,64,1,1
15678,15792,32,1,0
6864,1534,64,1,1
29870,20570,8,1,0
15929,36050,16,1,0
19881,31916,32,1,0
10109,762,32,1,1
29790,20617,16,1,0
25124,29679,32,1,2
12328,535,16,1,1
49119,29320,64,1,2
49128,34565,128,1,2
15692,14673,16,1,0
35862,37244,32,1,2
33773,18427,32,1,2
9321,2630,32,1,1
24253,38584,64,1,2
10271,30500,8,1,0
6024,1496,64,1,1
22270,18769,32,1,0
29658,16774,16,1,0
38312,20318,32,1,2
41731,38556,32,1,2
7907,1157,64,1,1
11857,1941,16,1,1
21632,24593,64,1,2
48519,23621,128,1,2
4487,465,32,1,1
8604,852,64,1,1
29987,15416,8,1,0
8772,398,64,1,1
40440,20490,128,1,2
25110,24354,64,1,2
23897,31099,64,1,2
4565,1676,16,1,1
26426,27960,16,1,0
41967,28101,32,1,2
13922,1178,16,1,1
7646,2341,64,1,1
18799,34222,16,1,0
37171,25791,32,1,2
21960,16588,32,1,2
26035,35051,16,1,0
8072,1640,64,1,1
22892,15194,8,1,0
32728,27857,64,1,2
20915,19613,16,1,0
10719,1603,32,1,1
14784,682,16,1,1
7482,1720,16,1,1
27612,16189,64,1,2
6643,2850,32,1,1
27642,32219,8,1,0
37789,24642,128,1,2
21540,39943,32,1,0
26470,36032,32,1,2
48880,39564,128,1,2
21648,25241,128,1,2
46752,30240,128,1,2
9829,15491,16,1,0
37273,17308,64,1,2
39185,16184,64,1,2
10926,1777,64,1,1
19538,14008,8,1,0
8546,32662,8,1,0
41416,37222,32,1,2
18045,14607,32,1,0
48894,19027,128,1,2
34314,32526,32,1,2
14386,2530,32,1,1
13469,1936,16,1,1
10469,2637,64,1,1
10532,36336,16,1,0
23776,29012,8,1,0
28409,33521,64,1,2
26113,28029,16,1,0
27477,35602,16,1,0
12621,29610,32,1,0
12461,2135,32,1,1
12916,1624,64,1,1
11040,31515,32,1,0
14753,754,16,1,1
10801,27586,8,1,0
7169,2361,64,1,1
27054,37708,64,1,2
4128,1093,32,1,1
7150,902,32,1,1
10237,2094,16,1,1
7835,848,16,1,1
14469,2419,64,1,1
12897,1177,64,1,1
20325,27995,64,1,2
9682,2638,32,1,1
37365,27273,128,1,2
11453,2162,64,1,1
14039,1276,16,1,1
14659,16002,16,1,0
47447,34257,64,1,2
21382,14144,32,1,0
11459,27809,32,1,0
34398,35004,128,1,2
28499,25102,64,1,2
6637,500,16,1,1
24670,15221,64,1,2
8312,2936,64,1,1
20037,13188,8,1,0
8704,35593,32,1,0
19013,35186,16,1,0
21964,14749,32,1,0
14284,2506,32,1,1
21849,16980,8,1,0
17853,34284,16,1,0
15827,35142,8,1,0
31525,32650,32,1,2
9765,356,16,1,1
7880,1948,32,1,1
28876,18234,64,1,2
10692,33769,8,1,0
41971,38759,64,1,2
45619,26886,64,1,2
20648,17090,16,1,0
19645,27046,32,1,0
9139,2889,16,1,1
43937,19820,128,1,2
6491,2853,64,1,1
20220,30309,8,1,0
17020,25567,16,1,0
29411,26549,32,1,0
10488,14745,16,1,0
46690,37271,128,1,2
21283,32116,128,1,2
33825,36145,32,1,2
4970,1870,16,1,1
9780,35744,8,1,0
10831,1109,32,1,1
10141,24569,32,1,0
7715,1265,64,1,1
37762,20468,64,1,2
9906,351,16,1,1
14678,2448,16,1,1
35845,31589,32,1,2
4177,1312,16,1,1
49076,16149,64,1,2
14805,822,16,1,1
12826,2746,64,1,1
28977,35097,32,1,0
26434,20340,32,1,2
11821,37956,8,1,0
28819,31861,16,1,0
34503,38702,128,1,2
21263,33800,64,1,2
29973,34596,32,1,0
17199,15031,8,1,0
12990,884,16,1,1
13949,1779,64,1,1
5287,396,32,1,1
32762,38308,32,1,2
12754,28348,16,1,0
12542,738,32,1,1
21352,39926,8,1,0
8467,33734,16,1,0
11900,715,64,1,1
7880,2711,64,1,1
14322,1425,32,1,1
40219,36743,32,1,2
16655,25489,8,1,0
15189,28609,8,1,0
14651,2170,32,1,1
14416,20213,8,1,0
7317,2968,16,1,1
4796,668,32,1,1
24633,27205,32,1,2
40696,38097,128,1,2
39155,26690,64,1,2
10220,1226,16,1,1
7656,2296,32,1,1
48736,20618,64,1,2
12246,997,16,1,1
18254,19082,8,1,0
33099,38153,128,1,2
39106,16041,64,1,2
8651,1421,32,1,1
14540,24115,8,1,0
11714,22756,16,1,0
27050,33716,32,1,0
25506,19731,16,1,0
9447,37659,8,1,0
36938,21393,128,1,2
13336,1659,32,1,1
25941,23527,32,1,2
28495,31007,32,1,2
47753,27670,128,1,2
28215,19805,8,1,0
13783,2170,16,1,1
45576,18390,128,1,2
16406,39413,16,1,0
17623,20448,16,1,0
14152,740,32,1,1
10466,2422,32,1,1
25135,14024,32,1,0
42498,27636,128,1,2
49253,18824,128,1,2
8198,438,32,1,1
8203,2560,64,1,1
28024,15690,128,1,2
26457,35946,128,1,2
41915,37344,32,1,2
42097,23114,64,1,2
12923,2436,64,1,1
10920,30000,32,1,0
15319,16517,16,1,0
29338,17835,64,1,2
24719,37227,8,1,0
25908,15273,16,1,0
14414,39711,16,1,0
13557,20756,16,1,0
5759,2391,64,1,1
9018,1467,16,1,1
18529,35740,16,1,0
20492,32613,32,1,0
10051,1522,16,1,1
19010,37098,16,1,0
30533,15129,32,1,2
14040,1703,64,1,1
29637,23273,32,1,2
19099,39431,32,1,0
14456,1933,16,1,1
41954,32297,32,1,2
29777,13362,8,1,0
18555,22401,16,1,0
21977,32635,32,1,0
28292,22905,8,1,0
14731,965,64,1,1
10850,409,32,1,1
26592,38294,32,1,2
21366,14136,8,1,0
27036,36147,8,1,0
8494,2094,32,1,1
29483,23437,128,1,2
13147,1283,16,1,1
45947,31640,32,1,2
8428,1621,16,1,1
7063,2322,64,1,1
4586,2351,64,1,1
43706,33970,128,1,2
6911,1545,64,1,1
7823,2382,32,1,1
10554,727,64,1,1
25024,39194,16,1,0
48123,29379,32,1,2
5999,2760,32,1,1
19155,34970,8,1,0
45869,20273,32,1,2
21131,32692,128,1,2
14087,1353,32,1,1
14984,2621,32,1,1
46561,15591,128,1,2
7046,979,32,1,1
24917,21167,32,1,0
45964,33328,32,1,2
13891,675,16,1,1
12404,2973,32,1,1
13960,26682,8,1,0
25944,38913,32,1,2
21497,39361,32,1,0
29341,28992,64,1,2
15824,27150,16,1,0
34632,15174,64,1,2
22414,35371,128,1,2
14899,13976,8,1,0
31192,25739,64,1,2
42548,20558,64,1,2
44713,36054,32,1,2
25628,35911,8,1,0
12481,1293,16,1,1
7548,2673,32,1,1
41632,17386,32,1,2
11702,2347,32,1,1
10583,25444,8,1,0
28501,14435,16,1,0
24494,23241,8,1,0
11689,1009,64,1,1
11618,32510,8,1,0
25351,28989,32,1,0
45412,30777,32,1,2
5920,2716,16,1,1
43624,30828,32,1,2
37910,24412,64,1,2
10248,411,16,1,1
20181,33929,64,1,2
7220,2317,16,1,1
11250,945,16,1,1
32422,39387,32,1,2
11405,2714,16,1,1
38574,26180,32,1,2
19106,21744,32,1,0
39172,20827,64,1,2
12935,22487,32,1,0
43232,32349,128,1,2
8792,34254,32,1,0
5024,687,64,1,1
13295,1929,32,1,1
7730,1859,32,1,1
7549,2161,32,1,1
6948,2300,16,1,1
8638,12252,16,1,0
38430,18634,64,1,2
23191,33738,16,1,0
11339,2609,32,1,1
22579,34726,32,1,2
10168,1431,32,1,1
11141,34043,16,1,0
29052,33140,32,1,0
8601,26417,8,1,0
45412,30268,64,1,2
25742,15410,8,1,0
9436,17540,32,1,0
22182,34910,8,1,0
28727,34274,32,1,0
29263,23993,8,1,0
43201,20701,128,1,2
4223,1411,16,1,1
19426,19531,16,1,0
24535,37065,32,1,0
14288,528,16,1,1
6807,1492,32,1,1
9690,22735,16,1,0
48461,24433,128,1,2
13792,19415,32,1,0
8605,18102,32,1,0
10422,2881,16,1,1
45081,16429,128,1,2
10531,1896,32,1,1
24076,34897,32,1,0
14577,1374,64,1,1
14465,2319,32,1,1
6584,1772,32,1,1
11685,1693,16,1,1
22014,17294,64,1,2
26420,33425,16,1,0
26133,16888,32,1,0
7467,2977,32,1,1
38415,21924,32,1,2
5611,3000,32,1,1
21131,29320,64,1,2
20517,25616,32,1,0
11823,2362,16,1,1
23896,16337,128,1,2
42929,22190,64,1,2
13818,1715,16,1,1
24637,25872,8,1,0
5329,487,32,1,1
27398,21480,8,1,0
28489,30641,8,1,0
10441,2307,32,1,1
13231,1359,32,1,1
9407,24083,16,1,0
9637,1301,16,1,1
46521,36143,32,1,2
5919,925,32,1,1
36043,18097,64,1,2
20545,26432,128,1,2
39037,30450,128,1,2
49455,39788,64,1,2
5076,759,32,1,1
12902,2540,32,1,1
20220,23277,128,1,2
8392,1411,32,1,1
14649,1086,64,1,1
4994,1273,16,1,1
43731,30120,64,1,2
49496,36141,128,1,2
19735,30093,8,1,0
13059,1077,16,1,1
11450,32611,8,1,0
11044,20809,16,1,0
5654,1769,32,1,1
21677,36339,32,1,0
10877,764,16,1,1
26565,28206,32,1,0
13939,27212,32,1,0
15664,28674,16,1,0
40571,15999,128,1,2
7637,1611,16,1,1
24419,20486,128,1,2
15887,39945,8,1,0
28879,25754,8,1,0
11820,15177,32,1,0
11345,23851,8,1,0
11212,2548,16,1,1
27358,31443,32,1,2
11400,12631,32,1,0
7002,2706,32,1,1
34087,17460,64,1,2
49008,28726,32,1,2
22078,21694,8,1,0
24485,27845,16,1,0
22132,33020,128,1,2
28146,15911,32,1,0
14685,39467,16,1,0
14610,2099,16,1,1
4730,2321,16,1,1
14218,2985,16,1,1
28998,39972,32,1,0
45975,29249,128,1,2
12494,22847,32,1,0
18141,16571,32,1,0
20205,37540,8,1,0
9405,1792,64,1,1
42250,30196,32,1,2
20731,31835,64,1,2
26295,38568,16,1,0
6319,1868,32,1,1
7958,2912,64,1,1
8701,2077,32,1,1
12636,493,64,1,1
6338,951,64,1,1
29257,15345,16,1,0
13588,20185,16,1,0
35905,24613,64,1,2
48522,19526,128,1,2
10433,1919,64,1,1
30940,37994,32,1,2
33159,24313,128,1,2
7791,1115,32,1,1
13993,1754,64,1,1
22467,27296,16,1,0
29758,31138,16,1,0
33492,18420,64,1,2
9390,2812,32,1,1
40175,31641,64,1,2
10134,23957,8,1,0
39388,28523,128,1,2
24820,18405,8,1,0
33794,21977,32,1,2
23139,17508,16,1,0
29771,25570,32,1,2
7683,1685,32,1,1
24883,24117,8,1,0
13195,17879,32,1,0
27730,14825,32,1,0
6883,619,64,1,1
34214,33655,64,1,2
10006,22345,32,1,0
13956,17888,32,1,0
23173,34161,32,1,0
35813,22349,128,1,2
48162,15484,32,1,2
45330,22707,64,1,2
4920,492,32,1,1
13319,28264,16,1,0
6175,2501,32,1,1
47180,22574,64,1,2
12331,33175,16,1,0
8694,1119,16,1,1
19830,38912,32,1,0
4895,1309,16,1,1
20284,30644,8,1,0
12756,1313,32,1,1
48275,22675,64,1,2
14117,982,64,1,1
43109,27580,32,1,2
44664,21719,128,1,2
46877,22361,64,1,2
13349,17911,32,1,0
12919,1193,32,1,1
25016,38599,64,1,2
7516,676,16,1,1
23732,30555,32,1,0
8699,2732,16,1,1
7045,2166,16,1,1
26666,29779,32,1,0
5427,1147,16,1,1
10020,826,32,1,1
4129,707,16,1,1
43556,28252,32,1,2
21865,21356,128,1,2
46488,36283,32,1,2
9379,1866,32,1,1
25644,27521,128,1,2
22988,13647,8,1,0
19574,15747,8,1,0
42145,30801,64,1,2
8101,17422,32,1,0
23588,19570,32,1,0
16183,36409,32,1,0
12681,27090,16,1,0
42871,37654,32,1,2
16470,34765,16,1,0
8675,20100,32,1,0
40145,31905,128,1,2
34532,22662,32,1,2
7627,1685,16,1,1
49933,30171,128,1,2
11725,13853,8,1,0
21192,19174,32,1,2
21958,31042,32,1,2
17143,17163,32,1,0
8725,729,16,1,1
4879,413,64,1,1
10359,940,32,1,1
43124,20586,64,1,2
11960,33141,16,1,0
47832,35319,128,1,2
14522,25768,32,1,0
11991,2593,16,1,1
5856,2691,32,1,1
4015,2838,64,1,1
17103,21871,16,1,0
21536,29430,32,1,2
4660,1083,64,1,1
16267,32451,16,1,0
11022,20246,32,1,0
11888,660,32,1,1
20567,21387,16,1,0
23039,21848,128,1,2
13547,1851,64,1,1
27388,27091,128,1,2
4157,535,16,1,1
24771,21900,32,1,0
6641,2001,64,1,1
9382,39422,8,1,0
8526,1141,64,1,1
5743,1062,32,1,1
11780,2465,64,1,1
5475,2751,64,1,1
20856,38828,128,1,2
5903,2223,64,1,1
14345,2096,64,1,1
8839,1314,64,1,1
14465,1976,32,1,1
29254,20308,32,1,2
12539,321,64,1,1
12853,1786,64,1,1
13761,2870,32,1,1
17722,21237,16,1,0
17838,18478,32,1,0
14599,758,64,1,1
8435,36396,8,1,0
11235,651,64,1,1
5503,1974,16,1,1
8199,442,64,1,1
9073,1941,64,1,1
24816,30751,32,1,2
29844,21459,16,1,0
9581,17799,32,1,0
11088,37899,8,1,0
4729,1381,32,1,1
12644,29544,8,1,0
9541,1004,32,1,1
45985,24089,128,1,2
14665,28186,32,1,0
12395,330,16,1,1
40555,30343,64,1,2
42948,38362,128,1,2
23463,16959,32,1,0
45139,31366,64,1,2
24552,16465,8,1,0
6235,2253,64,1,1
10795,2759,64,1,1
44437,30310,32,1,2
9096,509,16,1,1
30387,35340,128,1,2
37520,23038,128,1,2
5608,2258,16,1,1
21675,25943,8,1,0
22162,27146,32,1,2
43950,22292,64,1,2
25637,23369,32,1,2
42064,29002,32,1,2
17361,35933,32,1,0
11462,2491,32,1,1
42395,16913,64,1,2
32280,16231,128,1,2
29922,25628,8,1,0
39253,21067,32,1,2
45622,24728,64,1,2
18500,20380,16,1,0
14777,23554,32,1,0
9187,18035,16,1,0
30317,22768,64,1,2
23465,31264,32,1,2
19329,28539,16,1,0
9708,1680,64,1,1
5232,1692,64,1,1
9492,1031,16,1,1
22749,36673,8,1,0
11206,2300,64,1,1
20822,28920,64,1,2
23477,36568,16,1,0
14622,957,32,1,1
11215,2334,32,1,1
9000,889,64,1,1
9215,2166,16,1,1
43803,36778,32,1,2
11079,27173,16,1,0
9154,2772,32,1,1
15403,34267,16,1,0
21145,17751,64,1,2
7982,2538,16,1,1
14110,1231,32,1,1
19289,39599,16,1,0
20961,35388,32,1,2
25706,25687,128,1,2
19383,18240,8,1,0
6341,1183,32,1,1
7218,2800,32,1,1
10090,17612,32,1,0
22002,31325,8,1,0
33672,15554,32,1,2
13159,1900,32,1,1
24119,23110,16,1,0
21019,15053,32,1,2
10560,14146,32,1,0
9018,317,16,1,1
10190,2459,64,1,1
7243,394,16,1,1
29652,15692,32,1,0
28857,39496,128,1,2
14361,1884,64,1,1
49336,26585,32,1,2
25607,37468,16,1,0
36472,31682,128,1,2
11562,35845,32,1,0
27322,37374,64,1,2
8647,1197,32,1,1
14342,2225,32,1,1
25222,24891,32,1,2
18688,36925,16,1,0
20721,26046,32,1,0
38491,22695,32,1,2
13790,2450,64,1,1
15318,13010,32,1,0
10242,1234,16,1,1
11703,23341,8,1,0
7548,2482,64,1,1
43887,22315,128,1,2
26720,37520,64,1,2
6984,1901,16,1,1
11447,621,16,1,1
26030,23651,32,1,0
22750,38181,16,1,0
5136,2086,32,1,1
13886,21761,16,1,0
26853,23893,128,1,2
9567,2386,64,1,1
4900,950,64,1,1
8353,1764,16,1,1
15859,22383,32,1,0
11822,2768,32,1,1
21083,39486,16,1,0
11585,1867,32,1,1
7756,1659,32,1,1
17434,36163,32,1,0
21148,37257,8,1,0
48127,34756,64,1,2
12467,33299,8,1,0
27547,19398,16,1,0
9429,36985,32,1,0
20565,37144,16,1,0
38401,35052,64,1,2
11896,1306,32,1,1
25318,31064,8,1,0
4018,2064,64,1,1
19885,39683,32,1,0
4291,1398,64,1,1
46522,33357,128,1,2
31094,34469,64,1,2
28816,19900,128,1,2
9624,417,64,1,1
9169,2995,32,1,1
6376,2761,32,1,1
26274,27937,32,1,2
44387,22953,64,1,2
24893,19556,16,1,0
20988,15872,32,1,2
25968,33514,32,1,0
10029,2861,32,1,1
25918,31053,16,1,0
25529,30426,32,1,0
18758,28912,32,1,0
36704,21920,128,1,2
35982,25403,128,1,2
13138,2141,64,1,1
8199,35249,8,1,0
11963,35788,16,1,0
29316,38985,128,1,2
15841,13892,16,1,0
6583,532,32,1,1
22411,27551,64,1,2
25816,17643,16,1,0
31666,35529,64,1,2
17526,35075,32,1,0
16243,16246,8,1,0
5559,414,16,1,1
41456,15755,64,1,2
24331,36646,16,1,0
26596,25464,16,1,0
8619,1232,32,1,1
23671,35832,8,1,0
38013,33733,64,1,2
37062,17450,128,1,2
29462,17673,8,1,0
20373,31193,16,1,0
25057,38824,8,1,0
13060,1915,64,1,1
27548,29400,8,1,0
12768,18908,16,1,0
45692,39511,128,1,2
11387,2566,32,1,1
36777,25232,128,1,2
9331,23063,16,1,0
8166,2852,16,1,1
20387,36032,16,1,0
11615,734,64,1,1
27897,35929,32,1,2
10082,581,16,1,1
8974,1022,32,1,1
30129,24355,64,1,2
6587,2766,64,1,1
12982,932,32,1,1
9117,2837,64,1,1
8363,720,16,1,1
20474,38408,32,1,2
22882,22629,64,1,2
23606,14052,16,1,0
19912,26915,16,1,0
9317,1848,32,1,1
9358,38264,32,1,0
15934,25243,8,1,0
19869,32962,32,1,0
12744,1207,32,1,1
9145,1382,32,1,1
30296,39987,32,1,2
9474,28617,32,1,0
49475,35766,32,1,2
8846,717,64,1,1
22536,24072,128,1,2
26798,37270,16,1,0
12449,2476,64,1,1
40339,38436,64,1,2
5190,1025,64,1,1
26445,22904,32,1,0
26507,18945,16,1,0
14227,16439,8,1,0
10705,2269,64,1,1
12125,2689,16,1,1
35492,32966,64,1,2
33548,27072,32,1,2
12970,33643,32,1,0
10675,2241,64,1,1
4712,392,64,1,1
4456,700,32,1,1
21543,15674,32,1,0
5066,1502,32,1,1
44810,28616,32,1,2
22782,19604,128,1,2
14180,305,16,1,1
20545,25269,32,1,0
32517,16631,64,1,2
11928,20399,16,1,0
11793,35471,8,1,0
14598,32696,8,1,0
20248,31856,16,1,0
25628,31489,32,1,0
13343,795,64,1,1
6392,1175,32,1,1
22180,24745,32,1,0
22572,17773,16,1,0
40377,37401,32,1,2
5965,1768,16,1,1
42236,25875,64,1,2
5260,1074,16,1,1
13409,392,16,1,1
9261,30366,8,1,0
12218,1599,64,1,1
10164,2509,32,1,1
21656,36522,8,1,0
31658,38711,32,1,2
32587,29978,32,1,2
23058,18940,64,1,2
14051,2493,16,1,1
31623,25329,128,1,2
37161,37587,64,1,2
29727,25982,128,1,2
21824,34813,32,1,0
39206,27867,32,1,2
29568,31895,32,1,0
31776,18631,128,1,2
14020,1482,16,1,1
24010,30145,16,1,0
14660,21074,16,1,0
14973,2569,32,1,1
28649,20623,16,1,0
6197,1995,32,1,1
4521,2626,16,1,1
28416,20130,128,1,2
6469,1385,16,1,1
39297,24739,128,1,2
11910,2500,64,1,1
11195,24276,8,1,0
23473,23769,32,1,0
14680,2300,16,1,1
11125,2797,32,1,1
20617,15759,16,1,0
21812,22224,8,1,0
49251,38065,128,1,2
28622,29593,32,1,2
14336,1394,32,1,1
12429,695,64,1,1
46831,39114,64,1,2
13813,1836,32,1,1
34687,30515,128,1,2
46593,27127,128,1,2
20072,39625,16,1,0
22187,16328,8,1,0
9706,17992,32,1,0
26455,19490,32,1,0
14446,977,16,1,1
8125,2712,32,1,1
4978,2399,64,1,1
13139,2739,16,1,1
18123,29690,16,1,0
29847,24147,128,1,2
5955,2073,16,1,1
25642,33590,8,1,0
26829,29702,32,1,0
20160,39833,8,1,0
10919,2319,64,1,1
14348,1155,32,1,1
10508,583,16,1,1
18172,36453,32,1,0
20347,28524,32,1,2
16388,21427,16,1,0
9827,2966,64,1,1
5421,2850,64,1,1
10155,1571,64,1,1
13956,34281,16,1,0
8792,2171,64,1,1
25605,29646,32,1,0
25526,31746,16,1,0
9171,1183,64,1,1
4210,2190,32,1,1
37269,19249,32,1,2
11421,2504,16,1,1
38505,18018,32,1,2
26193,19485,8,1,0
22771,25623,16,1,0
17928,25662,32,1,0
14512,27337,16,1,0
6186,2674,32,1,1
22181,30130,16,1,0
18685,14036,16,1,0
14253,18898,32,1,0
7013,1166,32,1,1
21343,38018,16,1,0
42157,19195,64,1,2
46982,35399,64,1,2
9705,1742,16,1,1
29941,16189,64,1,2
9465,1306,64,1,1
31206,38965,32,1,2
44055,22691,32,1,2
35590,15890,32,1,2
10827,1962,16,1,1
7222,1690,16,1,1
36568,30512,32,1,2
47406,31653,128,1,2
26000,39698,32,1,0
39984,30628,128,1,2
9393,1119,32,1,1
7503,2780,32,1,1
40863,24185,64,1,2
4368,693,64,1,1
7568,2839,16,1,1
11405,31247,32,1,0
32834,18275,64,1,2
17621,19089,16,1,0
11586,13467,8,1,0
7055,2065,16,1,1
11623,22706,32,1,0
6193,2407,64,1,1
12412,13568,32,1,0
33041,22477,128,1,2
23322,23894,8,1,0
36236,34087,128,1,2
25638,18036,8,1,0
24177,39365,16,1,0
13954,673,32,1,1
10310,431,16,1,1
49907,21417,32,1,2
16139,38868,8,1,0
10379,2031,64,1,1
23734,25755,32,1,0
29166,34022,32,1,2
38380,39530,64,1,2
21901,21425,16,1,0
23250,20081,32,1,0
25598,18752,8,1,0
9667,1315,32,1,1
45921,37182,128,1,2
10008,22114,16,1,0
6440,2961,16,1,1
35049,23035,32,1,2
7044,2477,64,1,1
10699,2966,32,1,1
14700,1932,16,1,1
4773,2797,32,1,1
4434,1318,64,1,1
11728,724,16,1,1
41144,37161,32,1,2
25281,32504,64,1,2
28840,38027,32,1,2
9451,20584,16,1,0
41189,21102,64,1,2
10936,541,64,1,1
18470,28631,16,1,0
11751,33813,16,1,0
14886,1250,32,1,1
32649,20714,64,1,2
21834,37820,64,1,2
31529,20916,64,1,2
33517,31210,64,1,2
17078,12495,32,1,0
26729,35927,32,1,2
14410,1522,32,1,1
13453,1948,32,1,1
21872,22478,32,1,2
43166,21055,32,1,2
20692,33595,32,1,0
16396,12333,8,1,0
45610,36324,64,1,2
4192,1625,64,1,1
47692,22047,32,1,2
8381,19690,8,1,0
31834,26203,64,1,2
13974,1327,64,1,1
11938,2864,32,1,1
6607,1819,64,1,1
12809,1239,16,1,1
8275,34601,8,1,0
13892,2943,64,1,1
13095,28473,16,1,0
13585,491,64,1,1
11575,22743,8,1,0
8701,1371,64,1,1
47040,29398,32,1,2
27287,16176,8,1,0
4033,2081,16,1,1
10155,23408,32,1,0
12185,2033,16,1,1
29877,25063,16,1,0
24377,23291,32,1,2
8637,1256,32,1,1
25900,39282,32,1,2
10147,30132,32,1,0
8171,2500,64,1,1
12946,1512,32,1,1
35388,16672,128,1,2
6010,1243,32,1,1
12989,541,16,1,1
19835,20291,32,1,0
33903,30093,128,1,2
23619,32903,64,1,2
18144,14140,32,1,0
31254,22034,64,1,2
14900,22840,16,1,0
6377,1421,16,1,1
4132,2933,64,1,1
45823,32775,32,1,2
7012,902,16,1,1
35420,23001,64,1,2
8672,1394,64,1,1
41056,28893,32,1,2
27502,21809,32,1,0
34914,22923,64,1,2
36715,32917,64,1,2
33315,21802,128,1,2
49533,15593,128,1,2
4827,2706,16,1,1
14827,22518,8,1,0
47504,20033,128,1,2
11702,1315,64,1,1
4061,1302,64,1,1
35474,37279,64,1,2
42760,26172,64,1,2
39904,26370,32,1,2
29540,19915,64,1,2
27926,27006,64,1,2
4144,1050,16,1,1
39936,28034,32,1,2
11764,21518,16,1,0
23258,22795,32,1,2
12392,23964,16,1,0
12017,2971,64,1,1
22799,27834,32,1,2
36122,15189,64,1,2
10792,2394,64,1,1
37066,39776,32,1,2
19128,28149,8,1,0
6406,937,16,1,1
11672,1392,16,1,1
12508,2052,16,1,1
26525,34681,128,1,2
10173,662,16,1,1
23020,21476,32,1,2
14535,1028,64,1,1
33959,24325,64,1,2
16115,24645,8,1,0
19750,16534,32,1,0
7617,2016,64,1,1
23510,34408,64,1,2
10196,315,16,1,1
12596,1155,16,1,1
40887,36492,64,1,2
14827,12346,16,1,0
22331,30473,32,1,0
46085,28528,32,1,2
46684,28223,64,1,2
21212,26877,32,1,2
20796,25741,128,1,2
23574,31651,128,1,2
25683,35882,32,1,0
12845,1731,32,1,1
15412,35687,16,1,0
43121,37780,32,1,2
23120,33959,128,1,2
16926,18397,16,1,0
24087,21878,8,1,0
7160,721,64,1,1
9761,2238,16,1,1
36474,39373,32,1,2
26994,39811,64,1,2
21039,17911,16,1,0
47687,38056,64,1,2
30124,33080,128,1,2
46766,27412,32,1,2
37822,30652,128,1,2
49819,26360,32,1,2
7854,1220,32,1,1
32949,20685,64,1,2
14397,22856,8,1,0
27476,22887,8,1,0
24868,33047,128,1,2
15848,35336,8,1,0
9558,33309,16,1,0
20514,39109,128,1,2
12148,2108,32,1,1
26445,33817,32,1,2
19369,17681,8,1,0
4058,1010,32,1,1
18580,19998,16,1,0
24541,12060,8,1,0
15400,36188,32,1,0
4737,2970,32,1,1
36146,19088,32,1,2
9397,483,64,1,1
7302,2078,32,1,1
8249,1829,32,1,1
42714,38230,128,1,2
26456,23630,32,1,2
13213,15517,32,1,0
49505,34313,128,1,2
44279,37538,32,1,2
27729,33565,16,1,0
27052,28118,8,1,0
10048,2345,16,1,1
37787,21829,64,1,2
7137,2253,16,1,1
12369,33883,32,1,0
12439,318,16,1,1
37225,39856,128,1,2
47342,31928,32,1,2
10359,2302,64,1,1
30039,36959,64,1,2
23823,25341,8,1,0
34252,39712,32,1,2
44578,30546,64,1,2
12650,30475,8,1,0
13235,1277,16,1,1
18043,16339,8,1,0
14426,788,64,1,1
14143,29435,32,1,0
